log_filename,freq1,freq2,freq3,freq4,freq5,freq6,IR1,IR2,IR3,IR4,IR5,IR6,raman1,raman2,raman3,raman4,raman5,raman6,adsorp_energy,CO_NPAcharge
336.log,0,0,60.3516,115.8757,141.6418,2225.9648,0,0,1.2645,0.2975,0.2719,144.1381,0,0,2.3528,0.2949,1.6843,125.4228,-0.218233,0.14249
337.log,0,0,68.1042,119.1378,141.7303,2226.4008,0,0,1.3934,0.3126,0.3554,146.2411,0,0,2.5679,0.2855,1.6063,125.3566,-0.224958,0.14441
338.log,0,0,74.996,122.2731,141.9605,2226.8447,0,0,1.4669,0.3284,0.4546,148.0194,0,0,2.7228,0.2774,1.5467,124.8751,-0.231383,0.14632
339.log,0,0,81.0753,125.2705,142.3114,2227.2933,0,0,1.4949,0.3455,0.568,149.48,0,0,2.8316,0.2716,1.5089,123.99,-0.237513,0.14823
340.log,0,4.1461,86.4383,128.1241,142.7622,2227.7452,0,0.2076,1.4836,0.3653,0.6924,150.6321,0,0.493,2.897,0.2697,1.4937,122.7195,-0.243353,0.15011
341.log,0,6.1981,91.2787,130.8535,143.3358,2228.1996,0,0.1884,1.4363,0.3894,0.8252,151.4861,0,0.4751,2.9165,0.2746,1.5025,121.0885,-0.248906,0.15198
342.log,0,7.7495,95.6527,133.4594,144.0369,2228.6552,0,0.1719,1.3548,0.4211,0.9594,152.0557,0,0.4608,2.8831,0.2909,1.5314,119.1279,-0.254175,0.15351
343.log,0,8.6853,99.5323,135.9235,144.8311,2229.1099,0,0.158,1.2447,0.4653,1.0825,152.3578,0,0.4505,2.7947,0.3255,1.5675,116.8727,-0.25916,0.15533
344.log,0,9.2845,102.9867,138.2454,145.7005,2229.5608,0,0.1459,1.1122,0.5281,1.1823,152.4122,0,0.4424,2.6527,0.3867,1.5965,114.3625,-0.263864,0.15776
345.log,0,9.8993,106.1141,140.4286,146.6633,2230.0039,0,0.1345,0.9625,0.6156,1.2471,152.2433,0,0.4346,2.4601,0.4843,1.6021,111.643,-0.268287,0.15947
346.log,0,10.4806,108.9288,142.4616,147.6824,2230.4331,0,0.1238,0.8046,0.7323,1.2624,151.8789,0,0.4271,2.2259,0.6269,1.5615,108.764,-0.272431,0.1611
347.log,0,10.9349,111.4433,144.3152,148.7359,2230.8477,0,0.114,0.6487,0.8819,1.215,151.3479,0,0.4204,1.964,0.823,1.45,105.7767,-0.276298,0.16268
348.log,0,11.3824,113.7148,145.9885,149.8655,2231.2499,0,0.1048,0.5008,1.0544,1.1109,150.6805,0,0.4137,1.6858,1.0607,1.2688,102.7335,-0.279889,0.16416
349.log,0,11.8114,115.763,147.504,151.0526,2231.6368,0,0.0961,0.3676,1.2172,0.977,149.908,0,0.4071,1.4053,1.2946,1.0512,99.6869,-0.283209,0.16557
350.log,0,12.0837,117.5843,148.8666,152.2267,2231.9995,0,0.0881,0.2562,1.3396,0.8399,149.0613,0,0.4011,1.1389,1.4785,0.831,96.6881,-0.286263,0.16687
351.log,4.1457,12.2713,119.2083,150.1319,153.3394,2232.3368,0.0375,0.0806,0.1692,1.3974,0.7252,148.1703,0.3741,0.3956,0.8975,1.5729,0.6444,93.7863,-0.289066,0.16809
352.log,7.1136,12.5024,120.6596,151.3622,154.3899,2232.6514,0.0389,0.0737,0.1076,1.3811,0.646,147.2654,0.3731,0.3903,0.6886,1.5586,0.5122,91.0288,-0.291638,0.1692
353.log,8.9109,12.6864,121.9291,152.5441,155.3414,2232.9342,0.0401,0.0673,0.0718,1.3057,0.5918,146.3763,0.3723,0.3856,0.5195,1.4542,0.4192,88.4595,-0.294003,0.1702
354.log,10.2047,12.8139,123.0205,153.6694,156.1773,2233.1855,0.0411,0.0616,0.0586,1.1885,0.5549,145.5309,0.3718,0.3817,0.3915,1.283,0.3535,86.1173,-0.296128,0.17109
355.log,11.1511,12.9782,123.9411,154.7591,156.8758,2233.4137,0.0419,0.0565,0.0633,1.042,0.5342,144.7547,0.3714,0.3782,0.3012,1.063,0.3148,84.0348,-0.297768,0.17186
356.log,11.7564,13.0334,124.6806,155.7175,157.3736,2233.6069,0.0426,0.0522,0.0799,0.8865,0.5221,144.0702,0.3711,0.3753,0.2429,0.8258,0.2907,82.2386,-0.298569,0.17252
357.log,12.1719,12.9951,125.2478,156.5332,157.7328,2233.7557,0.0431,0.0485,0.1024,0.743,0.5104,143.4941,0.3708,0.373,0.2089,0.6049,0.2679,80.753,-0.299597,0.17305
358.log,12.418,12.9166,125.7044,157.1892,157.9989,2233.8805,0.0434,0.0459,0.1255,0.6224,0.5013,143.0429,0.3704,0.3712,0.1916,0.4173,0.2492,79.5913,-0.30073,0.17346
359.log,12.7006,12.9467,126.0759,157.725,158.2329,2233.9676,0.0433,0.0441,0.1446,0.5394,0.4904,142.7434,0.3703,0.3705,0.1848,0.2872,0.2258,78.8242,-0.300063,0.17373
360.log,12.7148,12.8171,126.2802,157.9574,158.1855,2234.0053,0.0431,0.0429,0.157,0.498,0.4801,142.5953,0.3704,0.3703,0.1832,0.2239,0.2023,78.4365,-0.30085,0.17389
361.log,0,0,0,65.1503,175.0845,2221.1798,0,0,0,0.2673,0.0083,63.091,0,0,0,1.1864,1.4493,61.2037,0.011015,0.1178
362.log,0,0,0,60.4309,170.7484,2221.1812,0,0,0,0.2473,0.0105,66.8454,0,0,0,0.9856,1.6683,65.558,-0.007888,0.11793
363.log,0,0,19.7192,55.9874,166.9719,2221.2159,0,0,0.0871,0.2272,0.0136,70.8706,0,0,0.3747,0.8077,1.8646,70.0074,-0.025468,0.1182
364.log,0,0,29.752,51.6586,163.6232,2221.2698,0,0,0.0915,0.2074,0.0166,75.1253,0,0,0.3926,0.6508,2.0361,74.5137,-0.041872,0.1186
365.log,0,0,37.645,47.6061,160.6305,2221.3519,0,0,0.0983,0.1876,0.0192,79.5676,0,0,0.4065,0.5195,2.1813,79.0384,-0.057228,0.11913
366.log,0,0,42.414,46.1497,157.9648,2221.4733,0,0,0.1499,0.126,0.0209,84.1559,0,0,0.4015,0.4307,2.2988,83.5438,-0.071653,0.1198
367.log,0,0,39.9318,51.9256,155.61,2221.616,0,0,0.1559,0.113,0.0216,88.8478,0,0,0.3319,0.4269,2.385,87.9929,-0.085247,0.1206
368.log,0,0,37.3463,57.9967,153.5355,2221.7757,0,0,0.144,0.1208,0.0212,93.599,0,0,0.2756,0.4268,2.4397,92.3475,-0.098093,0.12152
369.log,0,0,35.1827,63.788,151.6937,2221.9679,0,0,0.1327,0.1305,0.0201,98.3658,0,0,0.2352,0.4231,2.4679,96.5704,-0.110259,0.12257
370.log,0,0,33.1084,69.2866,150.0237,2222.1872,0,0,0.1213,0.1414,0.0189,103.1084,0,0,0.2032,0.416,2.4752,100.6241,-0.121801,0.12374
371.log,0,0,30.9593,74.5093,148.4938,2222.4291,0,0,0.1093,0.1533,0.0182,107.7913,0,0,0.1765,0.4063,2.4649,104.4707,-0.13277,0.12502
372.log,0,0,28.9009,79.4851,147.112,2222.7019,0,0,0.0968,0.166,0.0187,112.3802,0,0,0.1566,0.3948,2.4385,108.0756,-0.143216,0.12641
373.log,0,0,27.2441,84.2414,145.8919,2223.004,0,0,0.0846,0.1795,0.0215,116.8387,0,0,0.1453,0.3822,2.3953,111.4085,-0.153185,0.12848
374.log,0,0,26.3125,88.798,144.8377,2223.3251,0,0,0.0738,0.1937,0.0272,121.1269,0,0,0.1442,0.3689,2.3336,114.4428,-0.162715,0.13004
375.log,0,0,26.2653,93.1745,143.9485,2223.6612,0,0,0.0673,0.2083,0.0372,125.2074,0,0,0.1586,0.3553,2.2557,117.1538,-0.171835,0.13168
376.log,0,0,27.2148,97.3866,143.2171,2224.0151,0,0,0.0756,0.2234,0.0529,129.0518,0,0,0.2126,0.3418,2.1668,119.5159,-0.180565,0.13339
377.log,0,0,29.8144,101.4201,142.6244,2224.3827,0,0,0.1451,0.2389,0.0759,132.6391,0,0,0.3984,0.3285,2.0706,121.5036,-0.188923,0.13515
378.log,0,0,35.3007,105.2764,142.1623,2224.7616,0,0,0.3845,0.2546,0.1079,135.952,0,0,0.8944,0.3156,1.9698,123.0958,-0.196924,0.13695
379.log,0,0,43.6361,108.981,141.8459,2225.1542,0,0,0.7641,0.2705,0.1509,138.9755,0,0,1.5749,0.3032,1.8688,124.2766,-0.204587,0.13881
380.log,0,0,52.8071,112.5469,141.6795,2225.5625,0,0,1.073,0.2863,0.2068,141.6969,0,0,2.0728,0.2917,1.7717,125.0363,-0.211926,0.14068
381.log,0,0,61.3861,115.9752,141.649,2225.9864,0,0,1.2699,0.3022,0.2765,144.1049,0,0,2.3795,0.2812,1.6825,125.3719,-0.218951,0.14258
382.log,0,0,69.0359,119.275,141.7512,2226.4232,0,0,1.3906,0.3183,0.3613,146.1921,0,0,2.5847,0.2718,1.6066,125.2858,-0.225672,0.14449
383.log,0,0,75.8181,122.4547,141.9935,2226.8691,0,0,1.4578,0.3348,0.4624,147.958,0,0,2.7323,0.264,1.55,124.7852,-0.232093,0.14641
384.log,0,1.3174,81.7918,125.4992,142.3544,2227.3194,0,0.2282,1.4805,0.3522,0.5784,149.4087,0,0.5121,2.8345,0.2584,1.5162,123.8826,-0.238221,0.14832
385.log,0,4.4344,87.0598,128.3986,142.8119,2227.7718,0,0.2058,1.4647,0.3712,0.7063,150.5523,0,0.4891,2.8939,0.256,1.5064,122.5956,-0.244059,0.15019
386.log,0,6.3502,91.8135,131.1723,143.3888,2228.2256,0,0.1871,1.4136,0.393,0.8437,151.3979,0,0.4719,2.9072,0.259,1.5221,120.9482,-0.249613,0.15205
387.log,0,7.897,96.1066,133.8228,144.0887,2228.6804,0,0.1709,1.3293,0.4199,0.984,151.9593,0,0.4582,2.8679,0.2711,1.5601,118.9719,-0.254885,0.15358
388.log,0,8.9021,99.9159,136.3331,144.8785,2229.1347,0,0.1573,1.2175,0.4561,1.1153,152.2536,0,0.4482,2.7742,0.298,1.6079,116.7032,-0.259877,0.1554
389.log,0,9.5865,103.3065,138.6975,145.7431,2229.5862,0,0.1454,1.0848,0.5074,1.2253,152.3017,0,0.4403,2.6279,0.3478,1.6508,114.1828,-0.26459,0.15783
390.log,0,10.2419,106.3716,140.9138,146.7042,2230.0297,0,0.1342,0.9364,0.5814,1.3007,152.1281,0,0.4328,2.4326,0.4319,1.6704,111.4562,-0.269028,0.15953
391.log,0,10.8144,109.1275,142.9636,147.7312,2230.4585,0,0.1238,0.7812,0.6867,1.3233,151.7613,0,0.4258,2.1977,0.5638,1.6388,108.5735,-0.273192,0.16117
392.log,0,11.2354,111.5918,144.8127,148.8067,2230.8716,0,0.1142,0.6288,0.8327,1.2745,151.2303,0,0.4196,1.9371,0.7599,1.5238,105.5857,-0.277083,0.16273
393.log,0,11.6492,113.8248,146.4575,149.9809,2231.2716,0,0.1052,0.4847,1.0116,1.1586,150.5644,0,0.4133,1.6614,1.0109,1.3246,102.5445,-0.280703,0.16421
394.log,0,12.0504,115.8442,147.9236,151.2329,2231.6564,0,0.0967,0.3553,1.1826,1.0116,149.7948,0,0.407,1.3842,1.2588,1.0877,99.5022,-0.284051,0.16561
395.log,0,12.3098,117.6439,149.229,152.4789,2232.0178,0,0.0888,0.2473,1.3064,0.8686,148.9522,0,0.4013,1.1215,1.4448,0.8602,96.5099,-0.28712,0.16692
396.log,5.2173,12.4967,119.2498,150.4394,153.654,2232.3546,0.0374,0.0814,0.1633,1.3592,0.7551,148.0665,0.3737,0.3959,0.8838,1.5302,0.6779,93.6164,-0.289896,0.16815
397.log,7.7938,12.7267,120.6822,151.6151,154.7428,2232.6684,0.0387,0.0744,0.1043,1.337,0.6788,147.1678,0.3727,0.3906,0.6788,1.5046,0.5531,90.8685,-0.292346,0.16925
398.log,9.4265,12.8786,121.9295,152.7319,155.6933,2232.9496,0.0398,0.068,0.0704,1.2589,0.6255,146.2857,0.3719,0.3859,0.5131,1.3933,0.4643,88.3092,-0.29441,0.17025
399.log,10.5653,12.9073,122.9943,153.7695,156.4774,2233.1981,0.0407,0.0623,0.0584,1.1433,0.586,145.4477,0.3712,0.3819,0.3878,1.2221,0.3976,85.9769,-0.296026,0.17114
400.log,11.3624,12.9375,123.89,154.7748,157.1016,2233.4232,0.0415,0.0573,0.0635,1.0022,0.5604,144.6791,0.3707,0.3783,0.299,1.0082,0.3532,83.9059,-0.297269,0.1719
401.log,11.9206,12.9771,124.6207,155.7345,157.573,2233.6141,0.0421,0.0529,0.0803,0.8552,0.5409,144.002,0.3704,0.3753,0.2414,0.7825,0.3189,82.1258,-0.298581,0.17255
402.log,12.2844,12.9402,125.2065,156.5603,157.9005,2233.7619,0.0428,0.049,0.1029,0.7216,0.5216,143.4352,0.3703,0.373,0.2079,0.5749,0.2846,80.6557,-0.300193,0.17307
403.log,12.5175,12.8844,125.6916,157.2295,158.1332,2233.8852,0.0433,0.0462,0.1258,0.6096,0.5065,143.0009,0.3701,0.3713,0.1911,0.399,0.2568,79.5257,-0.300236,0.17347
404.log,12.7464,12.9183,126.0562,157.7535,158.3096,2233.9702,0.0433,0.0442,0.1448,0.5335,0.4911,142.7152,0.3701,0.3704,0.1845,0.2789,0.2269,78.7865,-0.300319,0.17374
405.log,12.7398,12.8175,126.2719,157.9805,158.2162,2234.0071,0.0432,0.0429,0.1571,0.4958,0.4798,142.5813,0.3704,0.3703,0.183,0.2205,0.202,78.4167,-0.300853,0.1739
406.log,0,0,0,63.8427,174.6144,2221.1742,0,0,0,0.2618,0.0084,63.1976,0,0,0,1.131,1.487,61.3973,0.009017,0.11778
407.log,0,0,0,59.2896,170.3761,2221.1808,0,0,0,0.242,0.0108,66.9505,0,0,0,0.9395,1.7014,65.7486,-0.009728,0.11792
408.log,0,0,20.731,55.0255,166.6703,2221.2186,0,0,0.0878,0.2221,0.014,70.9726,0,0,0.3822,0.7702,1.8931,70.196,-0.027182,0.1182
409.log,0,0,30.2065,50.9459,163.3728,2221.2747,0,0,0.0931,0.2018,0.017,75.2223,0,0,0.4026,0.6204,2.0603,74.7006,-0.043484,0.11861
410.log,0,0,37.4445,47.4828,160.4189,2221.3581,0,0,0.1053,0.1768,0.0195,79.6573,0,0,0.4198,0.4945,2.2017,79.2228,-0.058759,0.11915
411.log,0,0,40.5438,47.7158,157.7876,2221.4797,0,0,0.1491,0.1233,0.0211,84.2358,0,0,0.3981,0.4303,2.3155,83.7245,-0.07312,0.11983
412.log,0,0,38.6083,53.0064,155.4643,2221.622,0,0,0.1524,0.1133,0.0217,88.9158,0,0,0.3254,0.4364,2.3981,88.1676,-0.086663,0.12063
413.log,0,0,36.2995,58.865,153.4132,2221.7823,0,0,0.1419,0.1198,0.0212,93.6545,0,0,0.2704,0.4403,2.4496,92.5136,-0.099467,0.12156
414.log,0,0,34.2747,64.5616,151.5836,2221.9764,0,0,0.1308,0.1291,0.0201,98.4092,0,0,0.2306,0.4393,2.4756,96.7262,-0.111599,0.12262
415.log,0,0,32.3143,70.0125,149.9189,2222.1976,0,0,0.1196,0.1397,0.0189,103.1399,0,0,0.1991,0.4346,2.4815,100.7681,-0.123113,0.12379
416.log,0,0,30.3426,75.216,148.3976,2222.4403,0,0,0.1078,0.1515,0.0182,107.8106,0,0,0.1735,0.427,2.4701,104.6016,-0.134059,0.12508
417.log,0,0,28.5327,80.1901,147.0335,2222.7144,0,0,0.0956,0.1643,0.0188,112.3895,0,0,0.1553,0.4172,2.4424,108.192,-0.144488,0.12648
418.log,0,0,27.1299,84.951,145.8399,2223.0192,0,0,0.0837,0.1779,0.0216,116.8408,0,0,0.1455,0.4058,2.3975,111.5107,-0.154441,0.12856
419.log,0,0,26.382,89.5085,144.8155,2223.3436,0,0,0.0731,0.1922,0.0276,121.1231,0,0,0.1458,0.3935,2.3339,114.5334,-0.163955,0.13012
420.log,0,0,26.418,93.8751,143.9492,2223.6842,0,0,0.0669,0.2071,0.0379,125.199,0,0,0.1629,0.3805,2.2543,117.2347,-0.173057,0.13176
421.log,0,0,27.46,98.0648,143.2279,2224.0431,0,0,0.0789,0.2226,0.054,129.0402,0,0,0.2277,0.3673,2.1643,119.5856,-0.181765,0.13346
422.log,0,0,30.3675,102.0669,142.6359,2224.4136,0,0,0.164,0.2386,0.0777,132.6233,0,0,0.4484,0.3541,2.0675,121.5576,-0.1901,0.13523
423.log,0,0,36.3042,105.8851,142.173,2224.7917,0,0,0.4237,0.255,0.1103,135.9281,0,0,0.9793,0.3409,1.9663,123.1291,-0.198078,0.13704
424.log,0,0,44.7676,109.5508,141.8613,2225.18,0,0,0.7907,0.2716,0.1539,138.9375,0,0,1.6297,0.328,1.865,124.2861,-0.205718,0.13889
425.log,0,0,53.8334,113.0803,141.7054,2225.5829,0,0,1.0816,0.2884,0.2103,141.6393,0,0,2.0965,0.3156,1.768,125.0221,-0.213034,0.14077
426.log,0,0,62.2825,116.4792,141.6892,2226.0033,0,0,1.2682,0.3051,0.2807,144.0267,0,0,2.3893,0.304,1.6794,125.3367,-0.220037,0.14267
427.log,0,0,69.7969,119.7552,141.8049,2226.4399,0,0,1.3819,0.322,0.3664,146.0969,0,0,2.5864,0.2934,1.6048,125.2327,-0.226731,0.14458
428.log,0,0,76.4424,122.9125,142.0574,2226.8881,0,0,1.4437,0.3392,0.4688,147.852,0,0,2.7279,0.2841,1.5504,124.7161,-0.233122,0.14649
429.log,0,3.4246,82.2988,125.9332,142.4239,2227.3409,0,0.2269,1.4624,0.3567,0.5868,149.2969,0,0.5097,2.8256,0.2766,1.5198,123.7977,-0.239216,0.14839
430.log,0,5.371,87.476,128.8066,142.8811,2227.7942,0,0.2051,1.4439,0.3749,0.7172,150.4369,0,0.4877,2.8815,0.2714,1.5144,122.4943,-0.245017,0.15029
431.log,0,7.0065,92.154,131.554,143.451,2228.2476,0,0.1867,1.391,0.3944,0.8579,151.2797,0,0.4711,2.8915,0.27,1.536,120.8308,-0.250527,0.15215
432.log,0,8.3906,96.38,134.1823,144.1362,2228.7018,0,0.1708,1.3058,0.4167,1.003,151.8392,0,0.4579,2.8492,0.2749,1.5819,118.8397,-0.25575,0.15368
433.log,0,9.3065,100.1346,136.6797,144.9047,2229.1564,0,0.1573,1.1941,0.4449,1.1416,152.1327,0,0.4482,2.753,0.2905,1.641,116.558,-0.260685,0.15549
434.log,0,9.9322,103.479,139.0391,145.7449,2229.609,0,0.1455,1.0624,0.4838,1.2625,152.1811,0,0.4405,2.605,0.3235,1.6999,114.027,-0.265331,0.15792
435.log,0,10.5304,106.5023,141.2534,146.6813,2230.0538,0,0.1344,0.916,0.5408,1.3524,152.0094,0,0.4331,2.409,0.3851,1.74,111.2929,-0.269688,0.15961
436.log,0,11.06,109.2223,143.2999,147.6913,2230.4828,0,0.1241,0.7633,0.6273,1.3906,151.6451,0,0.4261,2.1745,0.4922,1.73,108.4048,-0.273754,0.16124
437.log,0,11.4538,111.657,145.1373,148.7617,2230.8943,0,0.1146,0.6137,0.7596,1.3522,151.1171,0,0.4197,1.9152,0.6702,1.629,105.4138,-0.277528,0.1628
438.log,0,11.8581,113.8666,146.7544,149.9521,2231.2917,0,0.1056,0.4725,0.937,1.2345,150.4544,0,0.4133,1.6416,0.9199,1.4266,102.371,-0.281005,0.16429
439.log,0,12.2552,115.8656,148.1721,151.2418,2231.674,0,0.0971,0.346,1.1131,1.0788,149.688,0,0.4067,1.3671,1.1749,1.1777,99.329,-0.284182,0.16568
440.log,0,12.5095,117.6469,149.4185,152.5329,2232.0339,0,0.0891,0.2407,1.2395,0.9301,148.849,0,0.4008,1.1075,1.3625,0.9435,96.3389,-0.287055,0.16698
441.log,5.4185,12.6756,119.2349,150.5684,153.7457,2232.3696,0.037,0.0818,0.1591,1.2912,0.8149,147.9673,0.3736,0.3953,0.873,1.4432,0.7611,93.4497,-0.289627,0.16819
442.log,7.8832,12.8625,120.6501,151.6869,154.8594,2232.6824,0.0383,0.0749,0.102,1.2684,0.737,147.0734,0.3725,0.3899,0.6709,1.4133,0.6366,90.7084,-0.291909,0.16929
443.log,9.4556,12.9658,121.8834,152.7634,155.8257,2232.962,0.0394,0.0686,0.0693,1.1935,0.679,146.1968,0.3717,0.3852,0.5075,1.3037,0.5429,88.1583,-0.293941,0.17029
444.log,10.5693,12.9646,122.94,153.7898,156.6256,2233.208,0.0403,0.0629,0.0582,1.0857,0.6312,145.365,0.3711,0.3813,0.3839,1.1417,0.4652,85.8382,-0.295801,0.17117
445.log,11.3861,13.0042,123.8361,154.809,157.2732,2233.4312,0.0411,0.0579,0.0638,0.9545,0.5958,144.6033,0.3706,0.3778,0.2964,0.9408,0.4068,83.7811,-0.297586,0.17193
446.log,11.9537,13.0156,124.5778,155.769,157.7442,2233.6215,0.0418,0.0535,0.0808,0.8185,0.5665,143.9347,0.3702,0.375,0.2398,0.7298,0.3579,82.0145,-0.299263,0.17257
447.log,12.2981,12.8927,125.1846,156.5743,158.0346,2233.769,0.0424,0.0498,0.1033,0.696,0.538,143.3808,0.3699,0.3729,0.207,0.5377,0.3097,80.5647,-0.300203,0.17309
448.log,12.6215,12.9267,125.6828,157.2906,158.2778,2233.8894,0.0428,0.0467,0.1261,0.5946,0.5143,142.9626,0.3699,0.3713,0.1906,0.3769,0.2686,79.4707,-0.299759,0.17349
449.log,12.7785,12.8956,126.0354,157.7751,158.3798,2233.9723,0.0431,0.0445,0.145,0.5269,0.4929,142.6886,0.37,0.3704,0.1842,0.2693,0.2296,78.7515,-0.300616,0.17376
450.log,12.7643,12.8181,126.2643,158.0003,158.2473,2234.0088,0.0433,0.0428,0.1572,0.4935,0.4796,142.5681,0.3703,0.3703,0.1828,0.2171,0.2019,78.3981,-0.300856,0.1739
451.log,0,0,0,61.3544,173.8693,2221.1536,0,0,0,0.2514,0.0088,63.3331,0,0,0,1.0291,1.5525,61.5818,0.007466,0.11773
452.log,0,0,7.2348,57.0777,169.7761,2221.1677,0,0,0.0867,0.2318,0.0117,67.0739,0,0,0.3723,0.8537,1.76,65.9217,-0.010993,0.11788
453.log,0,0,22.0135,53.1397,166.176,2221.2119,0,0,0.0903,0.2117,0.015,71.0825,0,0,0.3977,0.6989,1.9448,70.3582,-0.028215,0.11818
454.log,0,0,30.5992,49.5938,162.9614,2221.2739,0,0,0.0979,0.1896,0.0181,75.3176,0,0,0.4224,0.5628,2.1052,74.8528,-0.044333,0.1186
455.log,0,0,36.6296,47.3836,160.0802,2221.3624,0,0,0.1185,0.1567,0.0205,79.7373,0,0,0.4366,0.458,2.2399,79.3669,-0.059462,0.11914
456.log,0,0,38.2658,49.3053,157.5147,2221.4863,0,0,0.1494,0.1167,0.022,84.2994,0,0,0.3866,0.4388,2.3471,83.8617,-0.073707,0.11983
457.log,0,0,36.7618,54.4414,155.2457,2221.6281,0,0,0.1486,0.1112,0.0223,88.9614,0,0,0.3154,0.458,2.424,88.2979,-0.087156,0.12065
458.log,0,0,34.851,60.1097,153.2325,2221.7867,0,0,0.1391,0.1169,0.0217,93.6806,0,0,0.2634,0.4702,2.471,92.6364,-0.099884,0.12159
459.log,0,0,33.0089,65.7047,151.4255,2221.9798,0,0,0.1286,0.1256,0.0205,98.4162,0,0,0.2254,0.4759,2.4937,96.8404,-0.111949,0.12266
460.log,0,0,31.1124,71.0986,149.7778,2222.2011,0,0,0.1175,0.1358,0.0192,103.1293,0,0,0.1948,0.4767,2.4969,100.8731,-0.123406,0.12384
461.log,0,0,29.1949,76.2679,148.2762,2222.4449,0,0,0.1058,0.1473,0.0185,107.7857,0,0,0.1705,0.4737,2.4824,104.6987,-0.134304,0.12513
462.log,0,0,27.5014,81.2202,146.9358,2222.7214,0,0,0.0939,0.16,0.0191,112.3542,0,0,0.1538,0.4677,2.4512,108.2823,-0.144688,0.12713
463.log,0,0,26.2768,85.961,145.7668,2223.0289,0,0,0.0823,0.1736,0.022,116.7971,0,0,0.1456,0.4595,2.4026,111.5934,-0.154601,0.12862
464.log,0,0,25.697,90.4944,144.7617,2223.3564,0,0,0.072,0.1881,0.0281,121.0717,0,0,0.1477,0.4494,2.3357,114.6055,-0.164077,0.13019
465.log,0,0,25.8658,94.8258,143.9065,2223.701,0,0,0.0668,0.2033,0.0386,125.141,0,0,0.1688,0.4381,2.2536,117.2928,-0.17314,0.13183
466.log,0,0,27.1149,98.9688,143.1921,2224.0637,0,0,0.0832,0.2193,0.055,128.9763,0,0,0.2457,0.4259,2.162,119.6276,-0.181811,0.13353
467.log,0,0,30.4034,102.9132,142.6075,2224.4366,0,0,0.1823,0.2358,0.0791,132.5541,0,0,0.4954,0.4129,2.064,121.5832,-0.190109,0.13531
468.log,0,0,36.7434,106.6649,142.1536,2224.8146,0,0,0.4566,0.2529,0.1122,135.8526,0,0,1.0481,0.3994,1.9618,123.1389,-0.198053,0.1371
469.log,0,0,45.3542,110.2581,141.8516,2225.2003,0,0,0.8144,0.2702,0.1563,138.8528,0,0,1.6751,0.3856,1.8597,124.2805,-0.205659,0.13896
470.log,0,0,54.3708,113.7117,141.7039,2225.5996,0,0,1.0901,0.2877,0.2131,141.5414,0,0,2.1149,0.3719,1.7623,125.0007,-0.212942,0.14084
471.log,0,0,62.7053,117.0362,141.693,2226.0171,0,0,1.2662,0.3052,0.2839,143.9124,0,0,2.3926,0.3585,1.6738,125.2977,-0.219911,0.14273
472.log,0,0,70.0897,120.238,141.8105,2226.4527,0,0,1.3732,0.3228,0.3699,145.9668,0,0,2.5814,0.3456,1.5998,125.174,-0.22657,0.14465
473.log,0,0,76.6216,123.3184,142.0611,2226.9016,0,0,1.4307,0.3403,0.4727,147.7108,0,0,2.7181,0.3335,1.5465,124.637,-0.232926,0.14656
474.log,0,3.8525,82.3949,126.2601,142.4233,2227.3551,0,0.2245,1.447,0.3578,0.5912,149.1499,0,0.5059,2.8133,0.3223,1.5176,123.6997,-0.238984,0.14847
475.log,0,5.5057,87.5138,129.053,142.8712,2227.8083,0,0.2034,1.4275,0.3752,0.7223,150.2879,0,0.4853,2.8677,0.3126,1.5145,122.3806,-0.24475,0.15036
476.log,0,7.0311,92.1487,131.7224,143.4264,2228.2608,0,0.1855,1.3745,0.3928,0.8643,151.1316,0,0.4695,2.8769,0.3052,1.5396,120.7045,-0.250228,0.15191
477.log,0,8.3446,96.3374,134.2811,144.0896,2228.7146,0,0.1699,1.29,0.4115,1.012,151.6943,0,0.4569,2.8341,0.3016,1.5908,118.7033,-0.255422,0.15375
478.log,0,9.2271,100.0633,136.7243,144.8303,2229.1702,0,0.1568,1.1797,0.4331,1.1558,151.9931,0,0.4475,2.738,0.305,1.6587,116.4136,-0.260333,0.15556
479.log,0,9.8629,103.3904,139.0476,145.6401,2229.6251,0,0.1451,1.0496,0.4609,1.2864,152.048,0,0.44,2.5906,0.3196,1.7322,113.8763,-0.264963,0.15799
480.log,0,10.5022,106.4084,141.2424,146.5452,2230.0722,0,0.1341,0.9049,0.5006,1.3922,151.8831,0,0.4326,2.3952,0.3543,1.7953,111.1371,-0.269314,0.15968
481.log,0,11.0841,109.1333,143.2844,147.5278,2230.502,0,0.1239,0.7538,0.5631,1.4532,151.5254,0,0.4254,2.1613,0.4251,1.8179,108.2452,-0.273389,0.16132
482.log,0,11.5172,111.5772,145.1307,148.5754,2230.9125,0,0.1144,0.6056,0.6682,1.4411,151.0029,0,0.4189,1.9023,0.5617,1.7547,105.2514,-0.27719,0.16288
483.log,0,11.9467,113.7977,146.7619,149.7576,2231.3076,0,0.1055,0.4656,0.8275,1.3405,150.345,0,0.4124,1.6289,0.7825,1.5777,102.2073,-0.28072,0.16435
484.log,0,12.3571,115.8067,148.1859,151.0646,2231.6877,0,0.0971,0.3402,1.0032,1.1844,149.5828,0,0.4058,1.3549,1.0332,1.3294,99.1656,-0.283984,0.16574
