log_filename,Cu-C length,C-O length,freq1,freq2,freq3,freq4,freq5,freq6,IR1,IR2,IR3,IR4,IR5,IR6,raman1,raman2,raman3,raman4,raman5,raman6,adsorp_energy,C_NPA_charge,O_NPA_charge,CO_NPA_charge
276.log,2.880515,1.127679,0,0.0,31.0596,39.1358,93.2498,2205.7578,0,0.0,0.0229,0.1835,0.0218,41.8038,0,0.0,0.2174,0.6314,0.1993,16.1057,-0.136774,0.25768,-0.22868,0.029
277.log,2.880515,1.12768,0,0.0,32.441,38.5364,91.157,2205.7621,0,0.0,0.0396,0.1539,0.024,44.7558,0,0.0,0.2593,0.5914,0.2356,17.3324,-0.140668,0.25812,-0.22898,0.02914
278.log,2.880515,1.12768,0,0.0,33.4853,38.262,89.2918,2205.7721,0,0.0,0.0681,0.1122,0.0262,47.8814,0,0.0,0.3467,0.4936,0.2702,18.6075,-0.144152,0.25861,-0.22929,0.02932
279.log,2.880515,1.12768,0,0.0,33.8045,38.4342,87.6327,2205.8005,0,0.0,0.1052,0.0613,0.0285,51.1583,0,0.0,0.4788,0.3327,0.3054,19.9191,-0.147252,0.25914,-0.22959,0.02955
280.log,2.880515,1.12768,0,0.0,33.3683,39.2437,86.1742,2205.8511,0,0.0,0.1218,0.0326,0.031,54.5631,0,0.0,0.5519,0.2188,0.3414,21.2557,-0.149996,0.25972,-0.2299,0.02982
281.log,2.880515,1.12768,0,0.0,32.4284,40.417,84.899,2205.9122,0,0.0,0.1207,0.0244,0.0333,58.0691,0,0.0,0.5588,0.1669,0.375,22.604,-0.152409,0.26033,-0.23021,0.03012
282.log,2.880515,1.127679,0,0.0,30.9308,41.734,83.7782,2205.9797,0,0.0,0.1148,0.0245,0.0355,61.6448,0,0.0,0.5403,0.1412,0.4041,23.9514,-0.154516,0.26097,-0.23051,0.03046
283.log,2.880515,1.12768,0,0.0,28.8085,43.1048,82.7879,2206.0617,0,0.0,0.1093,0.0281,0.038,65.2579,0,0.0,0.5147,0.1263,0.4285,25.2862,-0.156341,0.26165,-0.2308,0.03085
284.log,2.880515,1.12768,0,0.0,26.187,44.4939,81.9036,2206.1635,0,0.0,0.1056,0.0334,0.0409,68.8782,0,0.0,0.4871,0.1158,0.4474,26.5964,-0.157908,0.26234,-0.23108,0.03126
285.log,2.880515,1.12768,0,0.0,23.4394,45.8921,81.1058,2206.2839,0,0.0,0.1042,0.0397,0.0446,72.481,0,0.0,0.4589,0.1071,0.46,27.8683,-0.159243,0.26306,-0.23136,0.0317
286.log,2.880515,1.127681,0,0.0,20.9616,47.3097,80.3931,2206.4191,0,0.0,0.1055,0.0468,0.0493,76.0479,0,0.0,0.4335,0.0994,0.4665,29.0891,-0.160368,0.26379,-0.23161,0.03218
287.log,2.880514,1.12768,0,0.0,18.7101,48.734,79.7629,2206.5661,0,0.0,0.1105,0.0546,0.0553,79.5622,0,0.0,0.4137,0.0922,0.4664,30.2492,-0.161303,0.26454,-0.23186,0.03268
288.log,2.880515,1.127679,0,0.0,16.3226,50.1392,79.1955,2206.7226,0,0.0,0.121,0.063,0.0625,83.0015,0,0.0,0.4033,0.0856,0.4588,31.3394,-0.162069,0.2653,-0.23209,0.03321
289.log,2.880515,1.127681,0,0.0,14.408,51.5599,78.7001,2206.8822,0,0.0,0.1484,0.0719,0.0712,86.3405,0,0.0,0.4337,0.0794,0.446,32.3513,-0.162683,0.26606,-0.2323,0.03376
290.log,2.880515,1.12768,0,0.0,15.0153,53.0169,78.2905,2207.0484,0,0.0,0.2135,0.0813,0.0822,89.5554,0,0.0,0.5501,0.0736,0.4306,33.2764,-0.163158,0.26682,-0.2325,0.03432
291.log,2.880515,1.12768,0,0.0,19.4204,54.4993,77.9521,2207.232,0,0.0,0.2623,0.0912,0.0956,92.6259,0,0.0,0.5967,0.0683,0.4127,34.1043,-0.163509,0.26758,-0.23268,0.0349
292.log,2.880514,1.127681,0,0.0,24.8123,55.9743,77.6594,2207.4334,0,0.0,0.2663,0.1016,0.1114,95.5358,0,0.0,0.5141,0.0635,0.3921,34.8235,-0.163747,0.26834,-0.23284,0.0355
293.log,2.880515,1.12768,0,0.0,29.7982,57.4198,77.4115,2207.6407,0,0.0,0.2667,0.1125,0.1297,98.2732,0,0.0,0.4227,0.0595,0.3696,35.4251,-0.163885,0.26909,-0.23299,0.0361
294.log,2.880516,1.12768,0,0.0,34.4268,58.808,77.2162,2207.8443,0,0.0,0.2705,0.1237,0.151,100.8291,0,0.0,0.3451,0.0561,0.3462,35.9068,-0.163935,0.26983,-0.23313,0.0367
295.log,2.880515,1.12768,0,0.0,38.5929,60.1109,77.0531,2208.0464,0,0.0,0.2748,0.135,0.1747,103.1968,0,0.0,0.2799,0.0532,0.3215,36.2726,-0.163908,0.27056,-0.23324,0.03732
296.log,2.880515,1.12768,0,0.0,42.2947,61.358,76.9226,2208.244,0,0.0,0.2769,0.1465,0.2005,105.3714,0,0.0,0.2246,0.0509,0.2958,36.5239,-0.163811,0.27127,-0.23335,0.03792
297.log,2.880515,1.12768,0,0.0,45.5558,62.5863,76.8239,2208.4399,0,0.0,0.2755,0.1582,0.228,107.3525,0,0.0,0.178,0.0492,0.2698,36.6617,-0.163652,0.27196,-0.23344,0.03852
298.log,2.880516,1.127679,0,0.0,48.4121,63.802,76.752,2208.6474,0,0.0,0.2696,0.17,0.2564,109.1472,0,0.0,0.1395,0.0483,0.244,36.6894,-0.163442,0.27264,-0.23352,0.03912
299.log,2.880515,1.12768,0,0.0,50.997,64.9991,76.7149,2208.8706,0,0.0,0.2589,0.1825,0.2856,110.7658,0,0.0,0.108,0.0481,0.2193,36.6141,-0.163187,0.27329,-0.23358,0.03971
300.log,2.880515,1.12768,0,0.0,53.4252,66.167,76.7256,2209.0974,0,0.0,0.2424,0.1963,0.3157,112.2135,0,0.0,0.0826,0.0485,0.1964,36.4435,-0.1629,0.27391,-0.23364,0.04027
301.log,2.880514,1.12768,0,0.0,55.6951,67.2862,76.7616,2209.3135,0,0.0,0.2201,0.2117,0.3451,113.4907,0,0.0,0.0627,0.0493,0.1754,36.1863,-0.162587,0.27451,-0.23368,0.04083
302.log,2.880515,1.12768,0,0.0,57.731,68.3222,76.7803,2209.5191,0,0.0,0.1939,0.2282,0.371,114.601,0,0.0,0.0479,0.0502,0.1563,35.8536,-0.162257,0.27508,-0.23372,0.04136
303.log,2.880515,1.12768,0,0.0,59.5606,69.2828,76.837,2209.7157,0,0.0,0.1648,0.2454,0.393,115.5534,0,0.0,0.0368,0.0513,0.1394,35.4589,-0.161916,0.27562,-0.23375,0.04187
304.log,2.880515,1.12768,0,0.0,61.1719,70.1921,76.9647,2209.9044,0,0.0,0.1343,0.2631,0.4101,116.3607,0,0.0,0.0288,0.0525,0.1248,35.0158,-0.161569,0.27612,-0.23376,0.04236
305.log,2.880515,1.12768,0,0.0,62.5222,71.0533,77.1198,2210.0882,0,0.0,0.1062,0.2804,0.4189,117.0363,0,0.0,0.0231,0.0539,0.1123,34.5391,-0.161223,0.2766,-0.23378,0.04282
306.log,2.880516,1.127679,0,0.0,63.6454,71.8781,77.2671,2210.2677,0,0.0,0.0832,0.2956,0.4194,117.5938,0,0.0,0.0191,0.0551,0.1019,34.0439,-0.160883,0.27703,-0.23379,0.04324
307.log,2.880515,1.12768,0,0.0,64.6006,72.6751,77.4264,2210.4371,0,0.0,0.0665,0.3066,0.4135,118.0467,0,0.0,0.0163,0.0561,0.0935,33.5454,-0.160556,0.27743,-0.2338,0.04363
308.log,2.880515,1.12768,0,0.0,65.4039,73.4327,77.5779,2210.5864,0,0.0,0.0576,0.3125,0.401,118.4089,0,0.0,0.0143,0.0569,0.0868,33.0581,-0.160253,0.27779,-0.2338,0.04399
309.log,2.880515,1.12768,0,0.0,66.0771,74.1425,77.7029,2210.7175,0,0.0,0.0563,0.3143,0.3824,118.6937,0,0.0,0.0128,0.0577,0.0811,32.5958,-0.159984,0.27811,-0.2338,0.04431
310.log,2.880515,1.12768,0,0.0,66.661,74.832,77.8673,2210.841,0,0.0,0.0608,0.3112,0.3618,118.9131,0,0.0,0.0119,0.0583,0.0765,32.1709,-0.159755,0.27839,-0.2338,0.04459
311.log,2.880515,1.12768,0,0.0,67.1401,75.4708,77.9898,2210.9508,0,0.0,0.0696,0.3041,0.3413,119.0805,0,0.0,0.0112,0.0587,0.0728,31.7946,-0.159534,0.27863,-0.2338,0.04483
312.log,2.880515,1.127681,0,0.0,67.4408,75.9649,77.9465,2211.0321,0,0.0,0.0806,0.2966,0.3201,119.212,0,0.0,0.0109,0.0592,0.0694,31.4786,-0.159228,0.27882,-0.2338,0.04502
313.log,2.880515,1.12768,0,0.0,67.4536,75.9879,77.5716,2211.0921,0,0.0,0.0913,0.2913,0.3005,119.3218,0,0.0,0.0109,0.0605,0.0671,31.2285,-0.158901,0.27897,-0.2338,0.04517
314.log,2.880515,1.12768,0,0.0,67.4875,76.6077,77.6807,2211.1343,0,0.0,0.0991,0.2833,0.2891,119.4523,0,0.0,0.011,0.0612,0.0656,31.0556,-0.158979,0.27908,-0.2338,0.04528
315.log,2.880516,1.12768,0,0.0,68.0988,77.2811,77.9836,2211.1775,0,0.0,0.1063,0.2785,0.2794,119.3898,0,0.0,0.011,0.0604,0.0621,30.929,-0.159387,0.27915,-0.2338,0.04535
316.log,2.880516,1.12768,0,6.4277,22.2415,46.1585,106.8484,2205.9565,0,0.0026,0.0021,0.2792,0.0264,30.5056,0,0.0433,0.1967,0.5534,0.0606,11.089,-0.10995,0.25629,-0.22737,0.02892
317.log,2.880514,1.127681,0,0.0,24.6984,45.1926,103.8251,2205.8803,0,0.0,0.0018,0.2679,0.0217,32.2398,0,0.0,0.1914,0.6054,0.0762,11.9238,-0.116475,0.25645,-0.22759,0.02886
318.log,2.880515,1.12768,0,0.0,26.8801,44.0431,100.9305,2205.8287,0,0.0,0.0024,0.2542,0.0189,34.2595,0,0.0,0.1869,0.6475,0.0974,12.8511,-0.122386,0.25667,-0.22784,0.02883
319.log,2.880516,1.12768,0,0.0,28.7952,42.3611,98.1525,2205.7907,0,0.0,0.0042,0.2358,0.0183,36.548,0,0.0,0.1842,0.6681,0.1261,13.8659,-0.127724,0.25695,-0.22811,0.02884
320.log,2.880514,1.12768,0,0.0,30.4823,40.4218,95.5538,2205.7629,0,0.0,0.0088,0.2132,0.0195,39.0839,0,0.0,0.1869,0.6652,0.1613,14.9619,-0.132539,0.2573,-0.22839,0.02891
321.log,2.880515,1.12768,0,0.0,31.9989,39.0615,93.2044,2205.7551,0,0.0,0.0185,0.188,0.0217,41.8419,0,0.0,0.2033,0.6478,0.1989,16.1295,-0.136874,0.25769,-0.22868,0.02901
322.log,2.880514,1.12768,0,0.0,33.324,38.4856,91.1156,2205.76,0,0.0,0.0372,0.1565,0.024,44.796,0,0.0,0.249,0.6042,0.2351,17.3571,-0.14077,0.25813,-0.22898,0.02915
323.log,2.880515,1.12768,0,0.0,34.2212,38.3026,89.2525,2205.7704,0,0.0,0.073,0.1075,0.0262,47.9227,0,0.0,0.359,0.4839,0.2697,18.6327,-0.144255,0.25862,-0.22929,0.02933
324.log,2.880516,1.12768,0,0.0,34.2662,38.6957,87.5941,2205.7989,0,0.0,0.1129,0.0539,0.0285,51.1997,0,0.0,0.5044,0.3096,0.305,19.9448,-0.147357,0.25916,-0.2296,0.02956
325.log,2.880515,1.12768,0,0.0,33.6108,39.6783,86.1347,2205.8493,0,0.0,0.1245,0.0302,0.031,54.6035,0,0.0,0.5626,0.211,0.3412,21.2812,-0.150101,0.25973,-0.22991,0.02982
326.log,2.880515,1.127679,0,0.0,32.553,40.92,84.8562,2205.9101,0,0.0,0.1211,0.0244,0.0334,58.1079,0,0.0,0.5618,0.1671,0.3749,22.6296,-0.152514,0.26035,-0.23021,0.03014
327.log,2.880514,1.127681,0,0.0,30.9971,42.2535,83.7318,2205.9773,0,0.0,0.1147,0.025,0.0357,61.6822,0,0.0,0.5414,0.1431,0.4041,23.9771,-0.154621,0.26099,-0.23051,0.03048
328.log,2.880515,1.127681,0,0.0,28.8625,43.625,82.7395,2206.0595,0,0.0,0.1091,0.0286,0.0382,65.2937,0,0.0,0.5157,0.128,0.4286,25.3116,-0.156445,0.26166,-0.2308,0.03086
329.log,2.880515,1.12768,0,0.0,26.2665,45.0201,81.8563,2206.1619,0,0.0,0.1055,0.0338,0.0411,68.9126,0,0.0,0.4884,0.1173,0.4476,26.6208,-0.158012,0.26236,-0.23109,0.03127
330.log,2.880514,1.12768,0,0.0,23.5803,46.4324,81.065,2206.2835,0,0.0,0.1042,0.04,0.0449,72.5139,0,0.0,0.4608,0.1083,0.4605,27.891,-0.159346,0.26308,-0.23136,0.03172
331.log,2.880515,1.12768,0,0.0,21.1618,47.8571,80.3648,2206.4203,0,0.0,0.1058,0.047,0.0497,76.0797,0,0.0,0.4363,0.1002,0.4674,29.1096,-0.16047,0.26381,-0.23162,0.03219
332.log,2.880515,1.127679,0,0.0,18.9693,49.2692,79.7522,2206.5689,0,0.0,0.1113,0.0546,0.0559,79.5929,0,0.0,0.418,0.0926,0.4678,30.2681,-0.161405,0.26456,-0.23186,0.0327
333.log,2.880515,1.127679,0,0.0,16.6943,50.6363,79.2025,2206.7261,0,0.0,0.1226,0.0628,0.0632,83.0305,0,0.0,0.4092,0.0856,0.4605,31.357,-0.16217,0.26531,-0.23209,0.03322
334.log,2.880515,1.12768,0,0.0,14.9995,51.9978,78.722,2206.8856,0,0.0,0.1509,0.0716,0.0721,86.3664,0,0.0,0.4409,0.0792,0.4477,32.3665,-0.162781,0.26607,-0.2323,0.03377
335.log,2.880515,1.127679,0,0.0,15.7739,53.3873,78.3251,2207.0513,0,0.0,0.2148,0.081,0.0833,89.5774,0,0.0,0.5527,0.0733,0.4322,33.2875,-0.163254,0.26684,-0.2325,0.03434
336.log,2.880515,1.12768,0,0.0,20.0664,54.8069,77.9975,2207.2348,0,0.0,0.2614,0.0908,0.0969,92.6442,0,0.0,0.5926,0.0679,0.4142,34.1116,-0.163602,0.2676,-0.23268,0.03492
337.log,2.880515,1.12768,0,0.0,25.2859,56.2314,77.7138,2207.4367,0,0.0,0.2657,0.1012,0.1129,95.5509,0,0.0,0.5107,0.0631,0.3934,34.8288,-0.163835,0.26835,-0.23285,0.0355
338.log,2.880515,1.12768,0,0.0,30.1214,57.6412,77.4735,2207.6443,0,0.0,0.266,0.112,0.1315,98.2848,0,0.0,0.4199,0.059,0.3707,35.4289,-0.163968,0.2691,-0.23299,0.03611
339.log,2.880515,1.127681,0,0.0,34.6305,59.0054,77.2855,2207.8482,0,0.0,0.2694,0.1232,0.1529,100.8365,0,0.0,0.3426,0.0556,0.3469,35.9087,-0.164013,0.26984,-0.23313,0.03671
340.log,2.880515,1.127681,0,0.0,38.7269,60.2916,77.1292,2208.0502,0,0.0,0.2733,0.1346,0.1767,103.2001,0,0.0,0.2778,0.0527,0.3219,36.2722,-0.163981,0.27057,-0.23325,0.03732
341.log,2.880514,1.12768,0,0.0,42.3972,61.5262,77.0052,2208.2477,0,0.0,0.2753,0.1461,0.2027,105.371,0,0.0,0.2229,0.0505,0.296,36.5217,-0.163879,0.27128,-0.23335,0.03793
342.log,2.880515,1.12768,0,0.0,45.6363,62.7439,76.912,2208.4436,0,0.0,0.2736,0.1579,0.2303,107.349,0,0.0,0.1767,0.0489,0.2698,36.6577,-0.163717,0.27198,-0.23344,0.03854
343.log,2.880515,1.12768,0,0.0,48.4717,63.9516,76.8448,2208.6513,0,0.0,0.2675,0.1699,0.2586,109.1411,0,0.0,0.1386,0.048,0.2438,36.6837,-0.163503,0.27265,-0.23352,0.03913
344.log,2.880515,1.12768,0,0.0,51.0427,65.1457,76.8133,2208.8752,0,0.0,0.2565,0.1826,0.2878,110.7579,0,0.0,0.1073,0.0478,0.219,36.6065,-0.163246,0.2733,-0.23358,0.03972
345.log,2.880515,1.12768,0,0.0,53.4606,66.3165,76.831,2209.1028,0,0.0,0.2396,0.1966,0.318,112.2044,0,0.0,0.082,0.0482,0.1961,36.4342,-0.162956,0.27393,-0.23364,0.04029
346.log,2.880515,1.12768,0,0.0,55.7188,67.4449,76.875,2209.3195,0,0.0,0.2171,0.212,0.3475,113.4802,0,0.0,0.0624,0.049,0.1751,36.1754,-0.162642,0.27453,-0.23368,0.04085
347.log,2.880514,1.12768,0,0.0,57.743,68.495,76.9018,2209.5255,0,0.0,0.1909,0.2283,0.3734,114.5889,0,0.0,0.0476,0.0499,0.156,35.8416,-0.162312,0.2751,-0.23372,0.04138
348.log,2.880515,1.127679,0,0.0,59.5649,69.4725,76.9657,2209.7222,0,0.0,0.1622,0.2449,0.3956,115.54,0,0.0,0.0367,0.051,0.1391,35.4462,-0.161972,0.27563,-0.23375,0.04188
349.log,2.880515,1.12768,0,0.0,61.1758,70.4004,77.0994,2209.9111,0,0.0,0.1324,0.2617,0.4127,116.3462,0,0.0,0.0287,0.0522,0.1246,35.003,-0.161629,0.27613,-0.23376,0.04237
350.log,2.880515,1.12768,0,0.0,62.5343,71.2817,77.2593,2210.0951,0,0.0,0.1051,0.278,0.4216,117.0209,0,0.0,0.023,0.0535,0.112,34.5266,-0.161289,0.2766,-0.23378,0.04282
351.log,2.880515,1.12768,0,0.0,63.6734,72.1268,77.4131,2210.2751,0,0.0,0.0828,0.2922,0.4222,117.5778,0,0.0,0.019,0.0548,0.1015,34.0321,-0.160959,0.27704,-0.23379,0.04325
352.log,2.880515,1.12768,0,0.0,64.6492,72.9406,77.5826,2210.4448,0,0.0,0.0665,0.3024,0.4165,118.0307,0,0.0,0.0161,0.0558,0.0931,33.5345,-0.160643,0.27744,-0.2338,0.04364
353.log,2.880516,1.12768,0,0.0,65.4695,73.7049,77.7422,2210.594,0,0.0,0.0578,0.3079,0.4042,118.3939,0,0.0,0.0141,0.0566,0.0864,33.0482,-0.160345,0.2778,-0.2338,0.044
354.log,2.880516,1.12768,0,0.0,66.1408,74.3962,77.8542,2210.7243,0,0.0,0.0566,0.3095,0.3856,118.6813,0,0.0,0.0126,0.0574,0.0807,32.5874,-0.160059,0.27812,-0.2338,0.04432
355.log,2.880516,1.12768,0,0.0,66.6865,75.0246,77.9637,2210.8457,0,0.0,0.0612,0.3069,0.3647,118.906,0,0.0,0.0116,0.058,0.0763,32.1646,-0.159772,0.2784,-0.2338,0.0446
356.log,2.880515,1.12768,0,0.0,67.082,75.5782,78.0218,2210.952,0,0.0,0.07,0.3011,0.3431,119.081,0,0.0,0.0111,0.0586,0.0727,31.7913,-0.159458,0.27863,-0.2338,0.04483
357.log,2.880515,1.12768,0,0.0,67.2779,75.9024,77.8793,2211.0293,0,0.0,0.0806,0.2956,0.3206,119.218,0,0.0,0.0108,0.0595,0.0695,31.4763,-0.159119,0.27882,-0.2338,0.04502
358.log,2.880516,1.12768,0,0.0,67.351,75.9704,77.5341,2211.0898,0,0.0,0.0909,0.2906,0.3012,119.334,0,0.0,0.0107,0.0608,0.0673,31.2254,-0.158963,0.27897,-0.2338,0.04517
359.log,2.880515,1.12768,0,0.0,67.4606,76.383,77.4612,2211.1337,0,0.0,0.0987,0.2846,0.2881,119.453,0,0.0,0.0108,0.0618,0.0659,31.0559,-0.158953,0.27908,-0.2338,0.04528
360.log,2.880516,1.12768,0,0.0,68.0941,77.4608,78.1745,2211.1779,0,0.0,0.1061,0.2779,0.2799,119.388,0,0.0,0.0109,0.0602,0.062,30.927,-0.159562,0.27915,-0.2338,0.04535
361.log,2.880515,1.12768,0,0.0,22.7033,46.4832,106.9039,2205.955,0,0.0,0.0013,0.2803,0.0262,30.5143,0,0.0,0.1959,0.5586,0.0602,11.0935,-0.109882,0.25629,-0.22738,0.02891
362.log,2.880516,1.12768,0,0.0,25.1205,45.2217,103.8028,2205.8805,0,0.0,0.0008,0.2693,0.0217,32.2517,0,0.0,0.1898,0.6104,0.0766,11.9284,-0.116419,0.25645,-0.2276,0.02885
363.log,2.880515,1.12768,0,0.0,27.2805,43.9578,100.8721,2205.8315,0,0.0,0.0009,0.2558,0.0191,34.2744,0,0.0,0.1839,0.6522,0.0985,12.8566,-0.122343,0.25668,-0.22785,0.02883
364.log,2.880515,1.12768,0,0.0,29.1925,42.3673,98.1127,2205.796,0,0.0,0.002,0.2379,0.0186,36.5659,0,0.0,0.179,0.6738,0.1272,13.8714,-0.127697,0.25696,-0.22811,0.02885
365.log,2.880515,1.127679,0,0.0,30.9012,40.6051,95.5562,2205.7703,0,0.0,0.0048,0.2166,0.0198,39.1047,0,0.0,0.1769,0.6747,0.1619,14.9659,-0.132529,0.2573,-0.22839,0.02891
366.log,2.880515,1.12768,0,0.0,32.4758,39.3967,93.2478,2205.7648,0,0.0,0.0111,0.1943,0.0218,41.8662,0,0.0,0.1829,0.6657,0.1987,16.1317,-0.136883,0.2577,-0.22869,0.02901
367.log,2.880515,1.12768,0,0.0,33.886,38.8297,91.1851,2205.7718,0,0.0,0.0247,0.1676,0.0239,44.8246,0,0.0,0.2111,0.6383,0.2342,17.3567,-0.140796,0.25815,-0.22899,0.02916
368.log,2.880515,1.12768,0,0.0,34.8644,38.4969,89.3302,2205.783,0,0.0,0.0595,0.1199,0.0261,47.9547,0,0.0,0.3129,0.5274,0.2685,18.6303,-0.144296,0.25864,-0.2293,0.02934
369.log,2.880514,1.12768,0,0.0,34.8499,38.8305,87.6695,2205.8101,0,0.0,0.1089,0.0576,0.0285,51.2315,0,0.0,0.4893,0.3262,0.304,19.9411,-0.14741,0.25917,-0.2296,0.02957
370.log,2.880515,1.12768,0,0.0,34.0298,39.878,86.2023,2205.8569,0,0.0,0.1236,0.0319,0.031,54.6305,0,0.0,0.5618,0.2195,0.3404,21.2771,-0.150164,0.25975,-0.22991,0.02984
371.log,2.880515,1.127681,0,0.0,32.7794,41.1802,84.9097,2205.9135,0,0.0,0.1213,0.0258,0.0335,58.1272,0,0.0,0.5673,0.1742,0.3745,22.6272,-0.152585,0.26036,-0.23022,0.03014
372.log,2.880515,1.12768,0,0.0,31.0183,42.558,83.7685,2205.9782,0,0.0,0.1152,0.0261,0.0359,61.695,0,0.0,0.5486,0.1487,0.4043,23.9789,-0.154699,0.26101,-0.23051,0.0305
373.log,2.880516,1.12768,0,0.0,28.7324,43.9717,82.7642,2206.06,0,0.0,0.1092,0.0294,0.0385,65.3029,0,0.0,0.5191,0.1322,0.4294,25.3168,-0.15653,0.26168,-0.23081,0.03087
374.log,2.880516,1.12768,0,0.0,26.0856,45.4171,81.8794,2206.164,0,0.0,0.1046,0.0344,0.0416,68.9212,0,0.0,0.4851,0.1204,0.4486,26.6257,-0.158104,0.26238,-0.23109,0.03129
375.log,2.880515,1.12768,0,0.0,23.4782,46.8849,81.1001,2206.2891,0,0.0,0.1024,0.0404,0.0454,72.5255,0,0.0,0.4527,0.1107,0.4615,27.8936,-0.159446,0.26309,-0.23136,0.03173
376.log,2.880514,1.127679,0,0.0,21.3433,48.3574,80.4268,2206.4301,0,0.0,0.104,0.0473,0.0503,76.0963,0,0.0,0.4293,0.1021,0.4686,29.1115,-0.16058,0.26383,-0.23162,0.03221
377.log,2.880515,1.12768,0,0.0,19.6376,49.7901,79.8506,2206.5817,0,0.0,0.1111,0.0548,0.0568,79.6133,0,0.0,0.4185,0.094,0.4699,30.2716,-0.161526,0.26458,-0.23186,0.03272
378.log,2.880515,1.12768,0,0.0,18.0067,51.1474,79.3403,2206.7396,0,0.0,0.1258,0.0629,0.0646,83.0512,0,0.0,0.4214,0.0866,0.464,31.3621,-0.1623,0.26533,-0.23209,0.03324
379.log,2.880515,1.12768,0,0.0,17.014,52.477,78.8964,2206.8978,0,0.0,0.1587,0.0716,0.0741,86.384,0,0.0,0.4656,0.0799,0.4524,32.3703,-0.162918,0.26609,-0.2323,0.03379
380.log,2.880515,1.127681,0,0.0,18.2022,53.824,78.529,2207.0613,0,0.0,0.2207,0.0809,0.0858,89.5896,0,0.0,0.5704,0.0738,0.4374,33.2873,-0.163394,0.26685,-0.2325,0.03435
381.log,2.880515,1.12768,0,0.0,22.1119,55.2033,78.2202,2207.243,0,0.0,0.2594,0.0907,0.1,92.6508,0,0.0,0.5871,0.0683,0.4191,34.1069,-0.16374,0.26761,-0.23268,0.03493
382.log,2.880516,1.12768,0,0.0,26.6659,56.5974,77.9418,2207.444,0,0.0,0.2631,0.1009,0.1163,95.5529,0,0.0,0.5039,0.0634,0.3973,34.8217,-0.16397,0.26837,-0.23285,0.03552
383.log,2.880514,1.127681,0,0.0,30.9533,57.9878,77.6949,2207.6515,0,0.0,0.2631,0.1116,0.1349,98.2828,0,0.0,0.4144,0.0592,0.3731,35.4216,-0.164097,0.26912,-0.233,0.03612
384.log,2.880515,1.12768,0,0.0,35.0985,59.3402,77.4941,2207.8554,0,0.0,0.266,0.1228,0.1562,100.8306,0,0.0,0.3384,0.0558,0.3481,35.902,-0.164137,0.26986,-0.23313,0.03673
385.log,2.880514,1.12768,0,0.0,39.0151,60.6179,77.3242,2208.057,0,0.0,0.2702,0.1342,0.1798,103.19,0,0.0,0.2749,0.053,0.3222,36.2657,-0.164101,0.27059,-0.23325,0.03734
386.log,2.880516,1.12768,0,0.0,42.6139,61.8431,77.1886,2208.254,0,0.0,0.2724,0.1459,0.2056,105.3571,0,0.0,0.221,0.0508,0.2959,36.5152,-0.163998,0.2713,-0.23335,0.03795
387.log,2.880515,1.12768,0,0.0,45.8138,63.049,77.0857,2208.4495,0,0.0,0.2708,0.1578,0.2331,107.3324,0,0.0,0.1754,0.0493,0.2694,36.6509,-0.163835,0.27199,-0.23344,0.03855
388.log,2.880514,1.12768,0,0.0,48.6252,64.2458,77.011,2208.6576,0,0.0,0.2647,0.1699,0.2613,109.124,0,0.0,0.1376,0.0484,0.2433,36.6762,-0.163621,0.27266,-0.23352,0.03914
389.log,2.880516,1.12768,0,0.0,51.1917,65.4333,76.9761,2208.8824,0,0.0,0.2534,0.1828,0.2905,110.7419,0,0.0,0.1065,0.0482,0.2184,36.598,-0.163365,0.27331,-0.23358,0.03973
390.log,2.880515,1.127681,0,0.0,53.6091,66.6023,76.9939,2209.1109,0,0.0,0.2362,0.197,0.3207,112.1894,0,0.0,0.0814,0.0486,0.1954,36.4245,-0.163075,0.27394,-0.23364,0.0403
391.log,2.880514,1.12768,0,0.0,55.8579,67.7329,77.0396,2209.3281,0,0.0,0.2134,0.2124,0.3504,113.4654,0,0.0,0.0619,0.0493,0.1744,36.1645,-0.16276,0.27454,-0.23368,0.04086
392.log,2.880515,1.12768,0,0.0,57.8644,68.7856,77.0671,2209.5341,0,0.0,0.1872,0.2284,0.3763,114.574,0,0.0,0.0473,0.0501,0.1554,35.8296,-0.162427,0.27511,-0.23372,0.04139
393.log,2.880515,1.127681,0,0.0,59.6668,69.7632,77.1291,2209.7303,0,0.0,0.1588,0.2446,0.3985,115.5252,0,0.0,0.0364,0.0511,0.1385,35.4336,-0.162082,0.27564,-0.23375,0.04189
394.log,2.880516,1.12768,0,0.0,61.2605,70.6864,77.2567,2209.9187,0,0.0,0.1296,0.2605,0.4157,116.3318,0,0.0,0.0285,0.0523,0.124,34.9904,-0.161731,0.27614,-0.23376,0.04238
395.log,2.880515,1.12768,0,0.0,62.6035,71.5566,77.4041,2210.1023,0,0.0,0.1032,0.2758,0.4246,117.0075,0,0.0,0.0229,0.0536,0.1115,34.5145,-0.161378,0.27661,-0.23378,0.04283
396.log,2.880516,1.12768,0,0.0,63.725,72.3832,77.5395,2210.2818,0,0.0,0.0817,0.2891,0.4253,117.566,0,0.0,0.0188,0.0548,0.1011,34.0209,-0.161027,0.27705,-0.23379,0.04326
