log_filename,Cu-C length,C-O length,freq1,freq2,freq3,freq4,freq5,freq6,IR1,IR2,IR3,IR4,IR5,IR6,raman1,raman2,raman3,raman4,raman5,raman6,adsorp_energy,C_NPA_charge,O_NPA_charge,CO_NPA_charge
325.log,2.739999,1.101405,0,0,29.5583,44.0167,96.6861,2423.4366,0,0,0.1468,0.1539,0.2165,96.078,0,0,0.1858,0.118,0.2774,32.622,-0.098983,0.52476,-0.44514,0.07962
326.log,2.74,1.101711,0,0,27.8082,43.2223,97.0373,2420.6717,0,0,0.1345,0.1524,0.2103,94.5757,0,0,0.186,0.1233,0.2833,32.6629,-0.097133,0.52341,-0.44486,0.07855
327.log,2.74,1.10203,0,0,25.879,42.4375,97.4334,2417.8134,0,0,0.1235,0.15,0.204,93.0064,0,0,0.1857,0.1285,0.2893,32.6979,-0.095114,0.522,-0.44456,0.07744
328.log,2.74,1.102362,0,0,23.7565,41.6571,97.8811,2414.8356,0,0,0.1137,0.1467,0.1976,91.3685,0,0,0.1849,0.1335,0.2951,32.7236,-0.092917,0.52053,-0.44422,0.07631
329.log,2.74,1.102708,0,0,21.4266,40.878,98.4098,2411.7361,0,0,0.105,0.1427,0.1912,89.6629,0,0,0.1837,0.1383,0.3005,32.7365,-0.090535,0.51902,-0.44386,0.07516
330.log,2.74,1.103065,0,0,18.8532,40.0974,99.0568,2408.5498,0,0,0.0973,0.1381,0.1849,87.8929,0,0,0.1821,0.1427,0.3054,32.7319,-0.087957,0.51746,-0.44347,0.07399
331.log,2.74,1.103435,0,0,15.9398,39.3099,99.8347,2405.269,0,0,0.0905,0.133,0.1787,86.0625,0,0,0.1802,0.1466,0.3099,32.7051,-0.085173,0.51586,-0.44304,0.07282
332.log,2.74,1.103816,0,0,12.4624,38.5057,100.728,2401.8665,0,0,0.0846,0.1276,0.1725,84.1755,0,0,0.1779,0.1501,0.314,32.6529,-0.082166,0.51423,-0.44259,0.07164
333.log,2.74,1.104209,0,0,7.6605,37.6719,101.7078,2398.3558,0,0,0.0793,0.1221,0.1663,82.2352,0,0,0.1754,0.1529,0.3178,32.5742,-0.078917,0.51256,-0.4421,0.07046
334.log,2.74,1.104612,0,0,0,36.7976,102.7565,2394.7872,0,0,0,0.1166,0.1602,80.2458,0,0,0,0.1552,0.321,32.47,-0.075405,0.51086,-0.44158,0.06928
335.log,2.739999,1.105026,0,0,0,35.8836,103.9187,2391.1543,0,0,0,0.1113,0.1542,78.214,0,0,0,0.1568,0.3233,32.3403,-0.071608,0.50915,-0.44104,0.06811
336.log,2.74,1.105448,0,0,0,34.9356,105.268,2387.4141,0,0,0,0.1063,0.1484,76.1497,0,0,0,0.1579,0.324,32.1829,-0.0675,0.50742,-0.44047,0.06695
337.log,2.74,1.10588,0,0,0,33.9541,106.8339,2383.5758,0,0,0,0.1016,0.1428,74.0667,0,0,0,0.1583,0.3235,31.9948,-0.063053,0.50568,-0.43987,0.06581
338.log,2.74,1.106321,0,0,0,32.9312,108.5526,2379.6909,0,0,0,0.0973,0.1373,71.9835,0,0,0,0.158,0.3225,31.7724,-0.058233,0.50394,-0.43925,0.06469
339.log,2.74,1.10677,0,0,0,31.8744,110.4204,2375.7791,0,0,0,0.0935,0.132,69.9124,0,0,0,0.157,0.3205,31.5142,-0.052998,0.50221,-0.43862,0.06359
340.log,2.740001,1.107225,0,0,0,30.792,112.4699,2371.8086,0,0,0,0.0903,0.1268,67.8635,0,0,0,0.1553,0.3176,31.2231,-0.047304,0.50049,-0.43797,0.06252
341.log,2.74,1.107689,0,0,0,29.6855,114.7779,2367.794,0,0,0,0.0879,0.1215,65.8483,0,0,0,0.153,0.3129,30.9037,-0.041103,0.4988,-0.43731,0.06149
342.log,2.74,1.108158,0,0,0,28.5642,117.4674,2363.7545,0,0,0,0.0864,0.1161,63.8797,0,0,0,0.15,0.306,30.5585,-0.034348,0.49714,-0.43666,0.06048
343.log,2.739999,1.108633,0,0,0,27.4424,120.5444,2359.6683,0,0,0,0.0859,0.1103,61.9729,0,0,0,0.1459,0.2973,30.1909,-0.026971,0.49552,-0.43601,0.05951
344.log,2.74,1.109114,0,0,0,26.2721,123.9026,2355.5288,0,0,0,0.0867,0.1045,60.1424,0,0,0,0.1409,0.288,29.8048,-0.018888,0.49397,-0.43538,0.05859
345.log,2.74,1.109597,0,0,0,25.0189,127.525,2351.3787,0,0,0,0.089,0.0989,58.4044,0,0,0,0.1352,0.2774,29.3999,-0.01001,0.49247,-0.43477,0.0577
346.log,2.74,1.110087,0,0,0,23.7128,131.4746,2347.2275,0,0,0,0.0929,0.0936,56.7744,0,0,0,0.1288,0.2655,28.9839,-0.000234,0.49106,-0.43421,0.05685
347.log,2.74,1.110579,0,0,0,22.2913,135.7812,2343.0431,0,0,0,0.0989,0.0887,55.2699,0,0,0,0.1219,0.2521,28.5619,0.010561,0.48974,-0.43369,0.05605
348.log,2.74,1.111074,0,0,0,20.7912,140.7062,2338.8393,0,0,0,0.1073,0.0838,53.9057,0,0,0,0.1146,0.2365,28.135,0.022508,0.48853,-0.43323,0.0553
349.log,2.74,1.11157,0,0,0,19.2989,146.4164,2334.6574,0,0,0,0.1186,0.0793,52.6932,0,0,0,0.1067,0.2199,27.7103,0.035754,0.48744,-0.43286,0.05458
350.log,2.74,1.112068,0,0,0,17.7455,152.8717,2330.4945,0,0,0,0.1333,0.0754,51.6386,0,0,0,0.0982,0.204,27.2919,0.050467,0.4865,-0.43258,0.05392
351.log,2.74,1.112568,0,0,0,15.9841,159.9932,2326.3561,0,0,0,0.1518,0.0728,50.7467,0,0,0,0.0898,0.1895,26.882,0.066826,0.48571,-0.43242,0.05329
352.log,2.739999,1.113068,0,0,0,14.0196,167.797,2322.2592,0,0,0,0.1746,0.0722,50.0301,0,0,0,0.0814,0.1769,26.497,0.085022,0.4851,-0.43239,0.05271
353.log,2.74,1.113568,0,0,0,11.9262,176.4233,2318.1795,0,0,0,0.2018,0.0739,49.4994,0,0,0,0.0732,0.1673,26.1525,0.105274,0.48468,-0.4325,0.05218
354.log,2.739999,1.114066,0,0,0,9.9024,186.1971,2314.1216,0,0,0,0.234,0.0779,49.16,0,0,0,0.0652,0.1613,25.8559,0.127835,0.48448,-0.43279,0.05169
355.log,2.74,1.114564,0,0,0,8.2538,197.2689,2310.1111,0,0,0,0.2713,0.0842,49.0138,0,0,0,0.0576,0.1611,25.6216,0.153005,0.48452,-0.43327,0.05125
356.log,2.74,1.115059,0,0,0,7.5291,209.5107,2306.1729,0,0,0,0.3129,0.092,49.0596,0,0,0,0.0503,0.1685,25.4676,0.181117,0.48482,-0.43396,0.05086
357.log,2.74,1.115551,0,0,0,8.5491,222.7334,2302.3069,0,0,0,0.3574,0.1004,49.2998,0,0,0,0.0438,0.1845,25.4191,0.212494,0.4854,-0.43488,0.05052
358.log,2.740001,1.11604,0,0,0,11.389,236.6836,2298.5178,0,0,0,0.402,0.1083,49.7387,0,0,0,0.0385,0.2089,25.5035,0.247418,0.48628,-0.43606,0.05022
359.log,2.74,1.116525,0,0,0,15.5536,251.4107,2294.7968,0,0,0,0.4433,0.1152,50.3794,0,0,0,0.035,0.2409,25.7394,0.286134,0.48748,-0.4375,0.04998
360.log,2.74,1.117006,0,0,0,20.612,267.0335,2291.166,0,0,0,0.4779,0.1211,51.2168,0,0,0,0.0337,0.2813,26.1494,0.328872,0.48905,-0.43884,0.05021
361.log,2.74,1.099336,0,0,38.6316,51.8609,95.2177,2442.0359,0,0,0.2754,0.1507,0.2568,107.221,0,0,0.1612,0.0816,0.2267,32.7703,-0.108781,0.53405,-0.44669,0.08736
362.log,2.74,1.099508,0,0,37.9182,50.9794,95.4038,2440.4814,0,0,0.2659,0.1487,0.254,106.2927,0,0,0.1646,0.0842,0.2309,32.6718,-0.107558,0.53331,-0.4466,0.08671
363.log,2.74,1.099696,0,0,37.1089,50.0557,95.6057,2438.7901,0,0,0.2553,0.1474,0.2505,105.3398,0,0,0.1682,0.0871,0.2352,32.5998,-0.106213,0.53249,-0.4465,0.08599
364.log,2.74,1.099901,0,0,36.1953,49.1008,95.8243,2436.9629,0,0,0.2436,0.1468,0.2464,104.355,0,0,0.1718,0.0901,0.2398,32.5505,-0.104748,0.53161,-0.44639,0.08522
365.log,2.74,1.100122,0,0,35.1683,48.1244,96.0601,2434.977,0,0,0.231,0.147,0.2417,103.3308,0,0,0.1754,0.0932,0.2445,32.5194,-0.103163,0.53066,-0.44626,0.0844
366.log,2.74,1.100357,0,0,34.0184,47.136,96.3137,2432.8349,0,0,0.2176,0.1477,0.2366,102.2601,0,0,0.1786,0.0966,0.2495,32.5018,-0.101457,0.52964,-0.44613,0.08351
367.log,2.740001,1.10061,0,0,32.7362,46.1451,96.5861,2430.5705,0,0,0.2038,0.1486,0.2311,101.1354,0,0,0.1816,0.1003,0.2547,32.4932,-0.099632,0.52855,-0.44597,0.08258
368.log,2.74,1.100877,0,0,31.3128,45.1581,96.8807,2428.1915,0,0,0.1899,0.1496,0.2253,99.9496,0,0,0.184,0.1041,0.2602,32.4888,-0.097687,0.5274,-0.4458,0.0816
369.log,2.74,1.101159,0,0,29.7396,44.1777,97.2046,2425.6677,0,0,0.1761,0.1504,0.2194,98.6967,0,0,0.1858,0.1082,0.2658,32.4839,-0.09562,0.52619,-0.44561,0.08058
370.log,2.74,1.101455,0,0,28.0069,43.204,97.5665,2422.9837,0,0,0.1628,0.1507,0.2132,97.3725,0,0,0.187,0.1125,0.2715,32.4734,-0.09343,0.52492,-0.44541,0.07951
371.log,2.74,1.101766,0,0,26.0981,42.2358,97.9715,2420.1741,0,0,0.1502,0.1505,0.2069,95.9734,0,0,0.1876,0.1168,0.2773,32.4521,-0.091115,0.52359,-0.44518,0.07841
372.log,2.74,1.102091,0,0,23.9832,41.2709,98.418,2417.2768,0,0,0.1383,0.1496,0.2006,94.4962,0,0,0.1876,0.1212,0.2832,32.4152,-0.088673,0.52221,-0.44492,0.07729
373.log,2.74,1.102427,0,0,21.6152,40.3066,98.9031,2414.2788,0,0,0.1274,0.148,0.1943,92.938,0,0,0.1869,0.1256,0.2892,32.3589,-0.086099,0.52079,-0.44465,0.07614
374.log,2.74,1.102778,0,0,18.924,39.3412,99.4345,2411.1412,0,0,0.1173,0.1458,0.1881,91.2979,0,0,0.1858,0.1299,0.2949,32.28,-0.083386,0.51931,-0.44435,0.07496
375.log,2.74,1.103142,0,0,15.7864,38.3755,100.0381,2407.8683,0,0,0.1082,0.1429,0.1819,89.5775,0,0,0.1842,0.134,0.3003,32.1754,-0.080529,0.5178,-0.44402,0.07378
376.log,2.74,1.103516,0,0,11.9029,37.4106,100.7461,2404.5088,0,0,0.1,0.1396,0.1759,87.7796,0,0,0.1821,0.1378,0.3052,32.0414,-0.077522,0.51625,-0.44367,0.07258
377.log,2.740001,1.103902,0,0,6.0065,36.4455,101.5699,2401.0897,0,0,0.0926,0.1358,0.17,85.9087,0,0,0.1797,0.1412,0.3097,31.8745,-0.074358,0.51468,-0.4433,0.07138
378.log,2.739999,1.104299,0,0,0,35.4769,102.4966,2397.5777,0,0,0,0.1317,0.1643,83.9701,0,0,0,0.1443,0.3138,31.6723,-0.071024,0.51307,-0.4429,0.07017
379.log,2.74,1.104707,0,0,0,34.499,103.511,2393.9497,0,0,0,0.1275,0.1587,81.9697,0,0,0,0.1468,0.3175,31.4345,-0.067502,0.51145,-0.44247,0.06898
380.log,2.74,1.105125,0,0,0,33.5034,104.6015,2390.2294,0,0,0,0.1232,0.1532,79.9138,0,0,0,0.1488,0.3207,31.1625,-0.063778,0.50982,-0.44202,0.0678
381.log,2.74,1.105552,0,0,0,32.4845,105.7865,2386.4606,0,0,0,0.119,0.148,77.8106,0,0,0,0.1503,0.3229,30.858,-0.059834,0.50817,-0.44155,0.06662
382.log,2.74,1.105988,0,0,0,31.4427,107.1084,2382.6387,0,0,0,0.1151,0.1431,75.6711,0,0,0,0.1512,0.3239,30.521,-0.055649,0.50653,-0.44106,0.06547
383.log,2.74,1.106433,0,0,0,30.3839,108.6015,2378.735,0,0,0,0.1114,0.1384,73.5095,0,0,0,0.1516,0.3234,30.1507,-0.0512,0.5049,-0.44056,0.06434
384.log,2.74,1.106885,0,0,0,29.3159,110.2546,2374.762,0,0,0,0.1081,0.1338,71.344,0,0,0,0.1513,0.3219,29.7459,-0.04646,0.50329,-0.44004,0.06325
385.log,2.739999,1.107345,0,0,0,28.2391,112.0195,2370.7529,0,0,0,0.1053,0.1295,69.1953,0,0,0,0.1503,0.3197,29.306,-0.041399,0.5017,-0.43951,0.06219
386.log,2.739999,1.107811,0,0,0,27.1844,113.9367,2366.7179,0,0,0,0.103,0.1254,67.0762,0,0,0,0.1487,0.3163,28.8339,-0.035982,0.50015,-0.43898,0.06117
387.log,2.739999,1.108284,0,0,0,26.1756,116.0557,2362.6429,0,0,0,0.1015,0.1215,65.0003,0,0,0,0.1465,0.3118,28.3352,-0.030172,0.49864,-0.43846,0.06018
388.log,2.74,1.108763,0,0,0,25.2181,118.4487,2358.5377,0,0,0,0.101,0.1177,62.9817,0,0,0,0.1438,0.3055,27.8156,-0.023926,0.49719,-0.43794,0.05925
389.log,2.74,1.109246,0,0,0,24.3262,121.1636,2354.4132,0,0,0,0.1015,0.1139,61.0369,0,0,0,0.1405,0.2973,27.2772,-0.017197,0.49581,-0.43745,0.05836
390.log,2.739999,1.109734,0,0,0,23.5274,124.1712,2350.256,0,0,0,0.1031,0.1101,59.1844,0,0,0,0.1363,0.2873,26.7237,-0.009925,0.49451,-0.43698,0.05753
391.log,2.74,1.110225,0,0,0,22.7665,127.3942,2346.0755,0,0,0,0.1063,0.1065,57.4421,0,0,0,0.1313,0.2765,26.1584,-0.00204,0.4933,-0.43655,0.05675
392.log,2.74,1.11072,0,0,0,22.0387,130.8363,2341.9103,0,0,0,0.1111,0.1032,55.8274,0,0,0,0.1259,0.2643,25.5836,0.006529,0.4922,-0.43617,0.05603
393.log,2.74,1.111218,0,0,0,21.4543,134.5412,2337.7404,0,0,0,0.1177,0.1003,54.3577,0,0,0,0.1198,0.2514,25.0125,0.015865,0.49122,-0.43585,0.05537
394.log,2.740001,1.111716,0,0,0,20.979,138.5106,2333.5457,0,0,0,0.1263,0.0979,53.0539,0,0,0,0.1135,0.2374,24.4523,0.026066,0.49037,-0.43561,0.05476
395.log,2.739999,1.112217,0,0,0,20.7555,142.9963,2329.3582,0,0,0,0.1375,0.0961,51.9344,0,0,0,0.1071,0.2214,23.9036,0.037236,0.48968,-0.43545,0.05423
396.log,2.739999,1.112718,0,0,0,20.9823,148.1659,2325.2024,0,0,0,0.1517,0.0945,51.0136,0,0,0,0.1004,0.2047,23.3723,0.04949,0.48915,-0.4354,0.05375
397.log,2.74,1.11322,0,0,0,21.5921,154.0067,2321.0639,0,0,0,0.1691,0.0937,50.2979,0,0,0,0.0936,0.1887,22.8651,0.062956,0.48881,-0.43548,0.05333
398.log,2.74,1.113721,0,0,0,22.4832,160.464,2316.966,0,0,0,0.1902,0.0941,49.7935,0,0,0,0.0869,0.1744,22.3919,0.077752,0.48866,-0.43568,0.05298
399.log,2.74,1.114221,0,0,0,23.6809,167.4895,2312.9015,0,0,0,0.2148,0.096,49.5131,0,0,0,0.0804,0.1624,21.9641,0.094007,0.48873,-0.43604,0.05269
400.log,2.74,1.11472,0,0,0,25.2259,175.0722,2308.8718,0,0,0,0.243,0.0997,49.463,0,0,0,0.0742,0.1532,21.5914,0.111902,0.48902,-0.43657,0.05245
401.log,2.740001,1.115216,0,0,0,27.331,183.4369,2304.9006,0,0,0,0.2742,0.1054,49.6419,0,0,0,0.0685,0.1474,21.2902,0.131669,0.48956,-0.43728,0.05228
402.log,2.74,1.115709,0,0,0,30.2056,192.8315,2300.9737,0,0,0,0.3081,0.1127,50.0469,0,0,0,0.0633,0.1465,21.0773,0.153527,0.49037,-0.43819,0.05218
403.log,2.74,1.116199,0,0,0,33.8131,203.3069,2297.0975,0,0,0,0.3434,0.1213,50.6813,0,0,0,0.059,0.1519,20.9669,0.177631,0.49145,-0.43933,0.05212
404.log,2.739999,1.116684,0,0,0,38.007,214.8023,2293.2897,0,0,0,0.3783,0.1311,51.5422,0,0,0,0.0562,0.165,20.9792,0.204109,0.49283,-0.44071,0.05212
405.log,2.74,1.117165,0,0,0,42.6482,227.1291,2289.5524,0,0,0,0.411,0.1417,52.6185,0,0,0,0.0553,0.1873,21.141,0.233144,0.49451,-0.44232,0.05219
406.log,2.74,1.099336,0,0,38.6316,51.8609,95.2177,2442.0359,0,0,0.2754,0.1507,0.2568,107.221,0,0,0.1612,0.0816,0.2267,32.7703,-0.108781,0.53405,-0.44669,0.08736
407.log,2.740001,1.099506,0,0,37.7241,51.0048,95.5181,2440.495,0,0,0.2689,0.1479,0.2536,106.497,0,0,0.1643,0.0841,0.2295,32.6945,-0.106905,0.53335,-0.44662,0.08673
408.log,2.740001,1.099693,0,0,36.7302,50.0949,95.8281,2438.808,0,0,0.2614,0.1458,0.2497,105.7481,0,0,0.1677,0.0866,0.2327,32.6371,-0.104924,0.53258,-0.44655,0.08603
409.log,2.740001,1.099896,0,0,35.6439,49.1387,96.1476,2436.9836,0,0,0.2527,0.1443,0.2452,104.9663,0,0,0.1711,0.0893,0.2361,32.5942,-0.102842,0.53174,-0.44646,0.08528
410.log,2.74,1.100116,0,0,34.4589,48.1427,96.477,2435.0165,0,0,0.243,0.1434,0.2403,104.1438,0,0,0.1744,0.092,0.2399,32.5614,-0.100663,0.53083,-0.44637,0.08446
411.log,2.739999,1.100351,0,0,33.1678,47.1128,96.8167,2432.8981,0,0,0.2324,0.143,0.235,103.2723,0,0,0.1776,0.0947,0.244,32.5339,-0.098387,0.52986,-0.44627,0.08359
412.log,2.74,1.100601,0,0,31.7618,46.0556,97.1673,2430.6357,0,0,0.2211,0.143,0.2294,102.3436,0,0,0.1806,0.0975,0.2485,32.5069,-0.09602,0.52882,-0.44615,0.08267
413.log,2.74,1.100867,0,0,30.2308,44.9769,97.5302,2428.2416,0,0,0.2093,0.1433,0.2235,101.3495,0,0,0.1833,0.1004,0.2534,32.4755,-0.093563,0.52772,-0.44603,0.08169
414.log,2.74,1.101147,0,0,28.5627,43.881,97.9088,2425.7216,0,0,0.1971,0.1437,0.2175,100.2822,0,0,0.1855,0.1035,0.2586,32.4347,-0.091019,0.52656,-0.44589,0.08067
415.log,2.74,1.101442,0,0,26.7423,42.7702,98.3088,2423.0749,0,0,0.1849,0.144,0.2114,99.1352,0,0,0.1872,0.1066,0.264,32.3798,-0.088389,0.52535,-0.44573,0.07962
416.log,2.74,1.101752,0,0,24.7476,41.6456,98.737,2420.2966,0,0,0.1727,0.1442,0.2053,97.9036,0,0,0.1883,0.1099,0.2696,32.3057,-0.085675,0.52408,-0.44556,0.07852
417.log,2.74,1.102075,0,0,22.5442,40.5084,99.1989,2417.3949,0,0,0.1608,0.1441,0.1991,96.583,0,0,0.1889,0.1132,0.2753,32.2076,-0.082877,0.52277,-0.44538,0.07739
418.log,2.740001,1.10241,0,0,20.0737,39.3586,99.6962,2414.379,0,0,0.1493,0.1436,0.193,95.1701,0,0,0.1888,0.1166,0.2811,32.081,-0.079996,0.52141,-0.44517,0.07624
419.log,2.74,1.10276,0,0,17.23,38.1958,100.2281,2411.2573,0,0,0.1383,0.1428,0.187,93.6626,0,0,0.1882,0.12,0.287,31.9222,-0.07703,0.52001,-0.44495,0.07506
420.log,2.74,1.10312,0,0,13.7957,37.0196,100.7961,2408.035,0,0,0.1278,0.1416,0.1811,92.0593,0,0,0.1871,0.1233,0.2929,31.7283,-0.073977,0.51857,-0.44471,0.07386
421.log,2.74,1.103494,0,0,9.1548,35.8315,101.4117,2404.7071,0,0,0.118,0.14,0.1754,90.3611,0,0,0.1854,0.1266,0.2985,31.4971,-0.070834,0.5171,-0.44445,0.07265
422.log,2.74,1.103879,0,0,0,34.6355,102.0983,2401.2771,0,0,0,0.1381,0.1698,88.5705,0,0,0,0.1297,0.3036,31.2263,-0.067598,0.51561,-0.44417,0.07144
423.log,2.74,1.104274,0,0,0,33.4362,102.8787,2397.7524,0,0,0,0.1358,0.1645,86.6915,0,0,0,0.1326,0.3082,30.914,-0.064263,0.51409,-0.44387,0.07022
424.log,2.74,1.104681,0,0,0,32.2369,103.758,2394.1518,0,0,0,0.1333,0.1594,84.7301,0,0,0,0.1352,0.3123,30.5587,-0.060825,0.51256,-0.44356,0.069
425.log,2.74,1.105098,0,0,0,31.0397,104.7258,2390.4835,0,0,0,0.1306,0.1546,82.6943,0,0,0,0.1374,0.316,30.1601,-0.057273,0.51102,-0.44322,0.0678
426.log,2.74,1.105524,0,0,0,29.8483,105.7755,2386.7362,0,0,0,0.1277,0.1499,80.5936,0,0,0,0.1392,0.3193,29.7196,-0.053595,0.50949,-0.44287,0.06662
427.log,2.74,1.105959,0,0,0,28.6642,106.9061,2382.9072,0,0,0,0.1249,0.1455,78.4384,0,0,0,0.1406,0.3219,29.2394,-0.04978,0.50796,-0.44251,0.06545
428.log,2.74,1.106403,0,0,0,27.486,108.1279,2379.0105,0,0,0,0.122,0.1413,76.2401,0,0,0,0.1414,0.3236,28.7227,-0.045811,0.50644,-0.44214,0.0643
429.log,2.74,1.106854,0,0,0,26.3144,109.4662,2375.0775,0,0,0,0.1194,0.1376,74.0122,0,0,0,0.1418,0.3241,28.1717,-0.041673,0.50495,-0.44176,0.06319
430.log,2.74,1.107313,0,0,0,25.1531,110.9336,2371.1008,0,0,0,0.1171,0.1342,71.7709,0,0,0,0.1417,0.3232,27.5884,-0.037346,0.5035,-0.44137,0.06213
431.log,2.74,1.107779,0,0,0,24.024,112.537,2367.0625,0,0,0,0.1151,0.131,69.5356,0,0,0,0.1411,0.3209,26.975,-0.03281,0.50208,-0.44098,0.0611
432.log,2.74,1.108251,0,0,0,22.9465,114.2561,2362.9741,0,0,0,0.1136,0.128,67.3293,0,0,0,0.1398,0.3176,26.3345,-0.02804,0.50072,-0.4406,0.06012
433.log,2.740001,1.108727,0,0,0,21.9314,116.082,2358.8769,0,0,0,0.1128,0.1254,65.1715,0,0,0,0.1381,0.3134,25.6704,-0.023008,0.49943,-0.44023,0.0592
434.log,2.74,1.109211,0,0,0,21.0274,118.0527,2354.7747,0,0,0,0.1125,0.1231,63.077,0,0,0,0.1358,0.308,24.988,-0.017685,0.49821,-0.43989,0.05832
435.log,2.739999,1.109698,0,0,0,20.2598,120.1963,2350.6371,0,0,0,0.113,0.1213,61.0634,0,0,0,0.1331,0.3013,24.2935,-0.012033,0.49707,-0.43956,0.05751
436.log,2.74,1.110188,0,0,0,19.6549,122.5628,2346.4717,0,0,0,0.1146,0.12,59.1501,0,0,0,0.13,0.2928,23.5913,-0.006016,0.49604,-0.43928,0.05676
437.log,2.74,1.110683,0,0,0,19.2813,125.1582,2342.3175,0,0,0,0.1174,0.1191,57.3591,0,0,0,0.1264,0.2827,22.8832,0.000405,0.49513,-0.43904,0.05609
438.log,2.74,1.111179,0,0,0,19.2452,127.9831,2338.1625,0,0,0,0.1214,0.1183,55.7086,0,0,0,0.1223,0.2711,22.1756,0.007272,0.49434,-0.43885,0.05549
439.log,2.74,1.111678,0,0,0,19.4841,131.0096,2334.0003,0,0,0,0.1269,0.1179,54.2154,0,0,0,0.1178,0.2587,21.4774,0.014635,0.49369,-0.43874,0.05495
440.log,2.74,1.112178,0,0,0,19.988,134.2306,2329.8559,0,0,0,0.1338,0.1181,52.9002,0,0,0,0.1129,0.2455,20.7939,0.022546,0.4932,-0.43871,0.05449
441.log,2.74,1.112679,0,0,0,20.9088,137.6454,2325.7064,0,0,0,0.1423,0.1191,51.7871,0,0,0,0.1077,0.2319,20.1362,0.031071,0.49288,-0.43877,0.05411
442.log,2.74,1.113181,0,0,0,22.1902,141.3139,2321.6027,0,0,0,0.1525,0.1213,50.8953,0,0,0,0.1025,0.2178,19.5142,0.040296,0.49275,-0.43894,0.05381
443.log,2.74,1.113681,0,0,0,23.8439,145.3592,2317.5022,0,0,0,0.1646,0.1248,50.2371,0,0,0,0.0975,0.203,18.9351,0.050327,0.49282,-0.43922,0.0536
444.log,2.74,1.11418,0,0,0,25.968,149.9112,2313.4107,0,0,0,0.1788,0.1295,49.8251,0,0,0,0.0927,0.1881,18.4012,0.061195,0.4931,-0.43965,0.05345
445.log,2.74,1.114678,0,0,0,28.5702,154.9396,2309.3694,0,0,0,0.1953,0.1354,49.667,0,0,0,0.0882,0.1744,17.9188,0.072928,0.49361,-0.44022,0.05339
446.log,2.739999,1.115175,0,0,0,31.5791,160.3921,2305.3744,0,0,0,0.2142,0.1425,49.7634,0,0,0,0.0837,0.162,17.4917,0.085693,0.49436,-0.44095,0.05341
447.log,2.74,1.115668,0,0,0,35.0418,166.4767,2301.4185,0,0,0,0.2347,0.1511,50.1238,0,0,0,0.0793,0.1513,17.1407,0.09969,0.49536,-0.44187,0.05349
448.log,2.74,1.116157,0,0,0,38.8825,173.1032,2297.5082,0,0,0,0.2564,0.1616,50.7377,0,0,0,0.0756,0.1436,16.8806,0.114978,0.49663,-0.44297,0.05366
449.log,2.74,1.116642,0,0,0,43.0966,180.2507,2293.6691,0,0,0,0.2792,0.1749,51.5952,0,0,0,0.0727,0.1392,16.72,0.131587,0.49817,-0.44427,0.0539
450.log,2.740001,1.117123,0,0,0,47.7364,188.0441,2289.8783,0,0,0,0.3026,0.191,52.6979,0,0,0,0.071,0.1385,16.6754,0.149688,0.5,-0.44579,0.05421
451.log,2.74,1.099336,0,0,38.6316,51.8609,95.2177,2442.0359,0,0,0.2754,0.1507,0.2568,107.221,0,0,0.1612,0.0816,0.2267,32.7703,-0.108781,0.53405,-0.44669,0.08736
452.log,2.74,1.099497,0,0,37.5658,51.0691,95.6191,2440.5741,0,0,0.2723,0.1473,0.2533,106.7336,0,0,0.1639,0.0838,0.2281,32.7216,-0.106331,0.53342,-0.44665,0.08677
453.log,2.739999,1.099676,0,0,36.4185,50.2177,96.0229,2438.9593,0,0,0.268,0.1444,0.2491,106.2234,0,0,0.1669,0.0861,0.2298,32.6846,-0.103792,0.53272,-0.4466,0.08612
454.log,2.740001,1.09987,0,0,35.1862,49.3108,96.4283,2437.2039,0,0,0.2626,0.1419,0.2445,105.6827,0,0,0.1698,0.0883,0.232,32.6556,-0.101169,0.53195,-0.44655,0.0854
455.log,2.74,1.100081,0,0,33.865,48.3521,96.8354,2435.3184,0,0,0.2561,0.1399,0.2395,105.1031,0,0,0.1728,0.0906,0.2347,32.6305,-0.098468,0.53112,-0.44649,0.08463
456.log,2.739999,1.100308,0,0,32.4495,47.3443,97.2447,2433.2963,0,0,0.2487,0.1383,0.2341,104.476,0,0,0.1758,0.0928,0.2378,32.6048,-0.095696,0.53022,-0.44643,0.08379
457.log,2.739999,1.10055,0,0,30.9328,46.2904,97.6564,2431.121,0,0,0.2405,0.1371,0.2285,103.7926,0,0,0.1785,0.095,0.2414,32.5736,-0.092856,0.52926,-0.44635,0.08291
458.log,2.74,1.100808,0,0,29.3059,45.1935,98.0715,2428.7892,0,0,0.2315,0.1361,0.2227,103.0438,0,0,0.1811,0.0972,0.2454,32.5321,-0.089954,0.52824,-0.44628,0.08196
459.log,2.74,1.101079,0,0,27.5567,44.0565,98.4915,2426.3241,0,0,0.2219,0.1353,0.2168,102.2206,0,0,0.1835,0.0994,0.2499,32.4752,-0.086996,0.52717,-0.44619,0.08098
460.log,2.74,1.101367,0,0,25.6684,42.8817,98.9189,2423.7525,0,0,0.2118,0.1346,0.2109,101.3145,0,0,0.1854,0.1016,0.2548,32.398,-0.083988,0.52604,-0.44609,0.07995
